text,predictions
അങ്ങിനെയെങ്കിൽ 3rd world war പ്രതീക്ഷച്ചോ!,0
സ്വന്തം കാര്യം സിന്ദാബാദ് .,1
"Ethinokke paranju vidunna, veetukkare paranjal mathi, oru jathi bhodham illa teams aanello, full",1
ലോക രാഷ്ട്രങ്ങൾ ഒന്നിച്ചു<br>നിന്നാലും ഒരു മൈരും ചൈനയെ ചെയ്യാൻ നിങ്ങൾക്ക് കഴിയില്ല.<br>വിടുവായ്‌ത്തരങ്ങൾ പറഞ്ഞു വെറുതെ ആളാവുക.,1
Ethinu eragi thirikkunna pennugalea ntho parayana,1
വിഷമം വരബോൾ ഞാൻ ഓടി വരും,1
People will be immune to Corona slowly and Corona will be disappeared,0
So sad to see traditional used for political campaigns.,1
"Hello Marunadan, pl do a story on the sacrifices of Indian soldiers in WWI and WWII.  Today is DDay remembrance globally where the Allies landed on the beaches of Normandy.  Indians fought for the British in both world wars.  Without Indians the British may have lost WWI.  Nobody remembers the Indian participation and there are no memorials for the Indian sacrifice in Britain or India!  I request you to do a show, find any WWII survivors who may still be around and give Indians a chance to celebrate our  own!",0
Corona ye jesus oddikkum,0
Njngal kalakaramar show Cheyan covide protocal Nikki anumathii chidhicha tharula ingalkku enthum avam preshnam ella,0
Manushyn thenne manushyne kollunnu,0
ലോകത്തിൽ ഏറ്റവും നല്ല മനുസൺ പിണറായി bijyan 🎶🤣🎵,1
"അനുഭവിച്ചോ, അനുഭവിച്ചോ എല്ലാവരും കൂടി എടുത്തു തലയിൽ ഇരുത്തിയത് അല്ലേ വീണ്ടും. അപ്പൊ ഇതല്ല ഇതിലും വലുത് കിട്ടണം",0
നാണവും മാനവുമില്ലാത്ത സിപിഎം ശവങ്ങൾ അല്ലാതെ എന്ത് വിശേഷണമാണ് ഈ ചെറ്റകൾക്ക് നൽകുക സോറി,1
Corona chinayude jaiva ayudhamaanenne nerathe samshayam ullatha.,0
"China apple phone, car, watch copy adikunathe polee eluppam ullathalaa Corona virus ennu orkanam. China manapoorvam adichu irakiya virus anee. First experiment avarude janangalil prayoghichuu. Chinese Governmentinde neriketta chintakal anee karanam.",0
Appo kalyana veetil Thiruvathira kali vaychal 550 perkk pankedukkallo....😝😝😝,1
Mr all of included inhistory,0
When idiots rule the state this is what happens.,1
തിരുവാതിര കളിക്കാന്‍ Parda ക്കാരെ ആരെയും കണ്ടില്ല. വനിതാ മതില്‍ kettiyappol അങ്ങനെ അല്ലായിരുന്നു.,1
വല്ലാത്തെ തൊലിക്കട്ടി 😀😀,1
ഓ ഇനിയില്ലേ ഈ പൈട്ടൻ പാർട്ടിയിൽ,1
Maakrikale thiruvathirayanoo ningalde marunu…,1
ആറു പേര് പള്ളിയിൽ വെച്ച് ഒരുമിച്ചു നിസ്കരിച്ചതിനു പരാതി കൊടുത്ത സിപിഎം കാരും കേസ് എടുത്ത പോലീസും ഫൈൻ അടച്ച ഞങ്ങളും അയ്യയ്യോ ഇതെന്തു നിയമം എല്ലാത്തിനോടും പുച്ഛം,1
എല്ലാം ശെരിയാകും 🤣🤣🤣🤣,1
Corona ee lokam vitt poyirunenkil,0
കാരണ ഭൂതം,1
എനിക്കൊരു ചെറിയ സംശയം ഇത് ഏത് പാർട്ടിയുടെ പരിപാടിയാ ആ സ്റ്റേജിന് ബാഗ്രൗണ്ട് കർട്ടൻ കൊടുത്തേക്ക് ആരെങ്കിലും ശ്രദ്ധിച്ചിട്ടുണ്ടോ,1
മണ്ടൻ കമ്മി 🤣🤣🤣,1
തമ്പ്രാൻ തിരുമനസ്സ് സന്തോഷത്താൽ പുളകിതമായി,1
"നിനക്കൊക്കെ അടുത്ത സുനാമി വരുന്നുണ്ട്, എല്ലാത്തിനും ഒരു കണക്കു ചോദിക്കൽ ഉണ്ട് കാത്തിരിക്കാം.",0
Ithrem nannom kett oru rashtriya party vere undavillaa,1
പാതാളത്തിൽ എന്ട്രി  ഇല്ല,1
ഒരു ഉളിപ്പ് ഇല്ല,1
ഇത് കാണുന്നഞാൻ എന്നാ പ്രവാസി 🖕🏻🖕🏻🖕🏻🖕🏻,1
China chatiyanmaranu avanmar indaki vitatha itu avanmarude kayil marunnum indu avanmaranubitinu pinnil,0
"പ്രവാസികൾ, ഞങ്ങൾ തിരുവാതിര കളിച്ച് വരും.....",1
da kayuthe 2 aaycha aayalloda nee enthe varthayado ithe,0
എന്തുവാടെയ് ഇത്,1
നശിപ്പിച്ചു കളയണം ഈ കമ്മ്യുണിസ്റ്റ് രാജ്യത്തെ,1
ഈ വരികൾ എഴുതിയവൻ എന്ത് ദുരന്തം ആണ് നോക്കണേ,1
"Ente ponnu manushyare, ee paattu kettu kettu, pankajakshan kadal varnan enna pattu marannu full marannu &quot;innee keralam bharicherdum &quot;enna vari aanu ente manasilum navilum muzhuvanum ippo...😁😁🤣🤣🤣🤣",1
ഹ ഹ വൈലർ എഴുതുമോ ഇത് പോലെ അഹ അന്തസ്സ്,1
മലയാളി ക്ഷമാ ശീലരാണ്.,0
കാരണഭൂതൻ,1
ഒന്ന് പോടോ.. എല്ലാം പടച്ചോന്റെ പരീക്ഷണം ആണ്...,0
Bodhidharman :),0
Edhu COVID ennay OMICRON ennay avaruday alliyanmarayum villichu verutunadhu pollay undu... Nice oh nice...,1
പെൺ കൂലി തൊഴിലാളികളുടെ പേക്കൂത്ത്‌. അറിഞ്ഞുകൂടാത്ത പണിക്ക് പോകല്ലേ ചേച്ചിമാരെ. നാട്ടുകാർ ചിരിക്കും.,1
ഷാജഹാൻ താങ്കൾക്ക് ഒരു പത്ര പ്രവർത്തകൻ ആകാൻ യാതൊരു യോഗ്യതയും ഇല്ല താങ്കൾ മുൻവിധിയോടെയാണ് ഇവരെ സമീപിച്ചത് സത്യം താങ്കൾക്ക് മനസ്സിലായിട്ടില്ല ഒന്ന് പഠിക്കൂ,0
Nink onnum patilla verthe Oro news,1
പെറ്റികൾ അടക്കുവാൻ എല്ലാവരും തയ്യാറാകുക...അടുത്ത കിറ്റിൻ്റെ സമയമായി😀😀😀,0
എന്ത് നാറി പാർട്ടിയാണപ്പാ,1
China ude kayyil predhirodha marunund ath logathodu parayanum vayya eanna avar aanu virus irakiya eannu manazilakum pani kittu athu kond china ulla kurach perkku marunnu nalkathe konnittu nammal onnum arinjille rama narayana eanna mattil America aanu vilanennu kanikyan srimikunna china onnu ortho ith kurach nale kaanu nammal mari kadakum karanam ith made in china aanu jaye india 🇮🇳🇮🇳👳,0
ഒന്ന് ഇന്റർനേഷണൽ ന്യൂസ് ചാനൽ കാണു. അപ്പോൾ അറിയാം സത്യാവസ്ഥ.....,0
പിണറായിക്ക് അടുപ്പിലും തൂറാം,1
പാവം പൊതുജനം എന്നും കഴുത,1
Yes it is a bioweapon used against  the humanity.,0
അവർക്ക് എന്തും ആവാം,1
സത്യം പറയാനും വേണം ഒരു ധൈര്യം - great Sir,0
"Ningale kandal nalla look anallo man, valla veshyaa panikkum poykude😆",1
ചിലർ സംസാരിക്കുമ്പോൾ ആ ആ എന്നാണ് കൂടുതലും പറയുന്നത്,0
രക്തസാക്ഷികളെ കിട്ടിയ അഹ്ലാദ്ധ് പ്രകടനം,0
ividathepole azhinjadan samathikkilla  thattikkalayum,1
Logam Muzhuvanum Padarnnille.,0
നിസാമുദീനിലെ തീവ്രവാദി സമ്മേളനം കാരണം 21 ദിവസത്തെ ലോക്ക് ഡൗണിന്റെ പ്രയോജനം രാജ്യത്തിന് നഷ്ടം ആയി... ..140 കോടി ജനങ്ങളുടെ സഹനം വ്യർത്ഥം.. ദശലക്ഷ കണക്കിന് കോടിയാണ് ഇന്ത്യൻ ബിസിനെസ്സിൽ നഷ്ടം ..ഇവറ്റകളുടെ സ്വത്ത് കണ്ടു കെട്ടുക ...വിദ്യാഭ്യാസം കൊടുത്താൽ വിവരം ഉണ്ടാകണമെന്നില്ല എന്നതിന് ഇത് നല്ല ഉദാഹരണം...NIA അന്വേഷിച്ചാൽ പിടികിട്ടും ഇതിനു പിന്നിലെ യഥാർത്ഥ കാര്യം..പാവം ഇന്ത്യൻ കോയമാർ  @#$%$# ഉപകരണങ്ങൾ ആവുകയായിരുന്നു,0
എന്‍റ് കൊറോണ നീ പോകല്ലേ കേരളത്തിലെ കുറെ ദുഷ്ടന്മാരെ ഉന്മൂലനാശം ചെയ്തുവേണം പോകാന്‍ കേരളംഭരിക്കുന്ന തെണ്ടി പരിഷകളെക്കൂടികൊണ്ടു പോകണമേ ഈ നായിന്‍റ് മക്കള്‍ കാരണം ഞങ്ങള്‍ക്കിവിടെ ജീവിക്കാന്‍വയ്യാതായി,1
ഇ രാഷ്ട്രീയക്കാർക്ക് എന്നാ നേരം വെളുക്കുക വീണ്ടും മൂഞ്ചാൻ പോകുന്നു,0
Smoking🙄,1
Njan saghavanu but partyk mukalil arum padilla paranja alu thanne pukazhthi paada. Party evidrkka pone. Appo p jayarajettane kurichu padiyapol enthe... Party nadapadi eduthu..,1
ഈ അവസരത്തിൽ മൂഞ്ചി കുത്തി ഇരിക്കുന്ന പടച്ചോന് വേണ്ടിയൊരു നിസ്കാരം 😃😃,1
നീ  എന്തൊക്കയാടാ പറയുന്നത്,0
🐒 nde kayille pooooo mala👀,1
"നമ്മുടെ കുഞ്ഞനുജനെ കൊന്ന കെ സുധാകരന്റെ കൊലയാളി കോൺഗ്രസിനെ 2024, 2026 തിരഞ്ഞെടുപ്പിൽ മലയാളികൾ ശിക്ഷിക്കുമെന്നുറപ്പ് 👏.",1
കഷ്ടം chehh,1
Nothing will happen,0
🤣🤣🤣 ഫുൾ കാണാനുള്ള ശേഷിയില്ല..,1
China yude kaivasham corona kkulla medicine or vaccine adyame undaayirikkum...avar ithu manapoorvam shathrukkale nashippikkaan cheythtathaayirikkum...chinayeyum ithupole thakarkkanam,0
ച്ത്തൂടെ 😌,1
Deltacron 😷😷,1
തീർച്ചയായും ഇല്ലാതാവും,0
🤣🤣🤣ആഹാ വയലാർ എഴുതുമോ ഇത് പോലെ,1
ചൂട് ഉള്ള രാജ്യങ്ങൾ എന്നു പറയുമ്പോൾ ഗൾഫിൽ എന്തുകൊണ്ട് മലയാളികൾ മരിക്കുന്നു?. ഇവിടെ അത്രയ്ക്ക് ചൂട് ഇല്ലല്ലൊ?. പിന്നെ ഇപ്പോൾ കേരളത്തിൽ മഴ പെയ്തപ്പോൾ രോഗം മാറുന്നവരുടെ സംഖ്യ കൂടിയിട്ടുണ്ടല്ലൊ?.........,0
"good news,happy to happen soon",0
Yenthukondu Vaccine yedukunnavarku side effect undakunnu yennthu simple ayittu yellarkkum manasilakkunnathupole paranjalentha!,0
അറിയുന്ന കാര്യം അയാൾ പറയുന്നു നമ്മളുടെ ഇഷ്ടത്തിന്‌പറയാൻ പറ്റുമോ ? ഇഷ്ടമുള്ളവർ കേൾക്കു Like അടിക്ക് അല്ലാത്തവർ unlike അടി അത്രമാത്രം ഇതു ചുമ്മാതെ വഴക്കിനിരിക്കാതെ പോടേ,0
Lokathe sambathikamayee thakarkkuka enna otta karanam.. Chinaye sukzhikkuka,0
കമ്മികൾക്കു ഒന്നും ബാധകമല്ല...എന്തുമാകാം...എന്തൊരു ദുരന്തമാണ് കേരളത്തിന്റെ അവസ്ഥയും.....സിപിഎം സമ്മേളനങ്ങൾ കഴിയാൻ വേണ്ടി കാത്തിരിക്കുകയാണ് പിണറായി വാരാന്ത്യ ലോക്ക് ഡൗണും കർഫ്യു വും പ്രഖ്യാപിച്ചു ജനങ്ങളെ വീട്ടിൽ ഇരുത്താൻ......,1
പാർട്ടിക്കാരനായ ഒരു വിദ്യാർത്ഥി കൊല്ലപ്പെട്ട അവസരത്തിൽ പാറശ്ശാലയിൽ....<br>അതും കോവിഡ്  എറ്റവും കൂടുതൽ പടർന്നു പിടിച്ചിരിക്കുന്ന<br>തിരുവനന്തപുരം ജില്ലയിൽ...<br>&quot;പിണുവാതിര ക്കളി &quot; നടത്താൻ ഉള്ള ഉളുപ്പില്ല്യായ്മ നമ്മുടെ ചഗാക്കൾക്ക് മാത്രമേ ഉണ്ടാവുള്ളു...<br><br>അതുകൊണ്ട് അടുത്ത തെരഞ്ഞെടുപ്പിലും നമുക്ക്<br>(പൊതുജനം എന്ന കഴുതക്കു )<br>ചഗാക്കൾക്ക് തന്നെ വോട്ട് ചെയ്യാം....!!!,1
എന്തായാലും ചിരിച്ചു ചാകും ഇങ്ങനെയും ഉള്ള വരെ ആണ് ലോ നമ്മുടെ ജനം നമ്മുടെ മന്ത്രി മാർ ആക്കിയത് കഷ്ട്ടം,1
<br>പ്രവാസികളെല്ലാം കൂടെ ജോളി നിർത്തി നാട്ടിൽ വന്നാൽ കേരളത്തിനെ അവസ്ഥ എന്താവുമെന്ന് രാഷ്ട്രീയക്കാരും നാട്ടുകാരും ചിന്തിച്ചട്ടുണ്ടോ..,1
Ithenth koppile.....🧐🥱,1
Hay Illuminiti stop it,1
Anchor should at least wait for the participants to finish his replies.,0
ഇത് തട്ടിപ്പാണ്,1
Ivarkoke endhum aavum makkalde kaliyanam nadathunna mathapithakalkke vendapettavare polum vilikkan pattilla endhoru sarkaranithe,1
Corona nashichu potte,0
നാണമില്ലാത്ത വർഗ്ഗം ത്ഫൂ,1
C. P. M. P.  Pretty,1
ഇത്രയും നാൾ ആയിട്ടും ചൈനക്ക് എതിരെ  ഒരു നടപടി എടുക്കാത്ത ലോകപൊലീസ് ആയ അമേരിക്കൻ പ്രസിഡന്റ്നു എതിരായി പ്രമേയം പാസ്സാക്കാൻ കേരളം മുൻകൈ എടുക്കേണ്ടി വരുമോ?,0
ടെസ്റ്റ് റിപ്പോർട്ടുകൾ ഇല്ലാതെ വെറുതെ കൊറോണ എന്ന് ആരെങ്കിലും തള്ളിവിട്ടാൽ അതൊക്കെ വിശ്വസിക്കാൻ കഴിയില്ല. മാർക്സിസവും കൊറോണയും തമ്മിൽ എന്ത് ബന്ധം?,0
സാക്ഷരത കേരളം 🙏🏽🙏🏽🙏🏽😄😄😄,1
"Very suspicious about China .I watched a video explaining Corona started in China early 2019  ,they hide it many months ,as every one know the doctor and few journalist told the truth and they were killed .Lakhs  people might have  died .How can it stop completely from China ?? Surely they devolved vaccines and drugs but they never tell the truth .Minimum one year will take to start drug or vaccine to people.that means they had corna 2019  bigining.",0
മേളയ്ക്ക് വന്നവരെ 2 ആഴ്‌ച അവിടെ നിർത്തി. ടെസ്റ്റ് ചെയ്തു പുറത്ത് വിടുക...,1
Corona manushya nirmitgavum.... Vaccine nalloru bisnessum,0
"മലപ്പുറത്ത് 500 1 ആളെ പങ്കെടുപ്പിച്ച് ഒരു ഒപ്പന കൂടി ഉണ്ടയെങ്കിൽ മതേത കേരള കമ്മ്യൂണിസം പൊളിച്ചേനെ ,കോട്ടയത്ത് ഒരു മാർഗ്ഗംകളിയും",1
Polichu mothere 😘😘😘😘😘😀😘😀,1
China controlil aakki thudaggi,0
If it is true all other nations should stand together and teach  China a lesson,0
നമിച്ചു അണ്ണോ നമിച്ചു,1
"കൊറോണ മറുനാടൻ വിടുക. മാസ് ക്കു മാരകമാണു. Hypoxima, sle, tumor apoptosis, fibroid, calcification, cancer ms, anginabpectorisമെനക്കെട്ടു പഠിക്കാൻ ശ്രമിക്കു. Psychic killer Bill Gates is exposed globally.",0
Minister polum,1
യാത്ര പറയുക നീയെൻ       കൊറോണേ പാത്രമാക്കരുതെ നീയെന്നെ വേദനിപ്പികവാൻ പഴയ പടി വീണ്ടും പ്രഭാത o വി ടരണം ജാതി മത ഭേദം മറന്നേ വരും ഒന്നിച്ചു പോകണം,0
ലേശം ഉളുപ്പ്,1
Cpm nirthi pokarutho സമൂഹിക അകലം oly പ്രവാസി ന്ത് educated,1
E  pravishyam koodi alle ollu....,1
ഉള്ളുപ് ഉണ്ടോ ഇവർക്കു. 🤮,1
Ivar...rajyadrohikal..ennu...ethra...pravasyam...theliyikkanam..,1
Ithinu pinnil china thanneyanu.,0
എറണാകുളം ജില്ലയിൽ കൂടി നടത്തണം,1
Pig thayolikal,0
ഇവരെ ഞങ്ങൾ വിശ്വസിച്ചു,0
കടക്ക് പുറത്ത്‌... ജില്ലാ സമ്മേളനങ്ങള് കഴിഞ്ഞ് സംസ്ഥാന സമ്മേളനം ഒന്ന് കഴിയട്ടെ... കാണിച്ച് തരാം എല്ലാത്തി നേ വീട്ടില്‍ പൂട്ടിയിട്ട് കിറ്റ് തരും ആ,1
Ignore them.,0
"Uluppilayma!! Bellandaya illandakum, athanoru aswasam..",1
"Remember , If any one takes sword he shall be die for it self.",0
മരണത്തിന്റെ വ്യപരികൾ സിപിഎം,1
everyone knows about this......athinu samanya budhi mathi...that its the chinas doing....who doesnt know this.....pinney america kandu pidichu polum......,0
Arenkilum pedippicho🤔🤔🤔,1
കമ്മ്യൂണിസവും ഇസ്ലാമികവും ഒരേ തൂവൽ പക്ഷികളാണ്,0
ചൈന  പ്രസവിച്ച ഉണ്ണിക്കുട്ടനാണ്   കോവിഡ്  . ലോകജനതയുടെ  കുഞ്ഞുണ്ണി,1
Keralathile corona 1 varsham kude kanum may 2021,1
"Maricha, vetil, 20,per, vivahathinmu, achanum, ammayum,, azinyadan, 2000per, jevikkan, vazi, mutui, nadakkunna, janagal, arum, vetil, irikkarud, purgalo, nercha, yo, undagil, kananam, poganam, maranam, nammal, bayakkarud, namal,, kasullavan, alla, rashtrya, karun, alla, maranam, pedikkan, 1divsam, engill, adichu, polichu, jevilkam",1
നിങ്ങളല്ലെ പേടിപ്പികുന്നത് സത്യത്തില്‍ / ഇവര് സമാധാനിപികുകയല്ലെ ചെയ്യുന്നത്,0
ആ തിരുവാതിരക്ക് കൊറച്ചു കൂടെ ആൾകാർ ആവയിരുന്നു 🤧😂,1
എന്റെ പാറശാലയെ കാത്തോളണേ 😂😂😂,1
Pàathram kottooo,1
Valuable information.,0
Trouser anu enna naan karuthiyath,0
ഈ മാർകറ്റിൽ കൊന്ന് തിന്നുന്ന ത് ഉണ്ടെങ്കിൽ അടച്ചു പൂട്ടുക ചൈനയിൽ ഇപ്പോഴും ഉണ്ട്,0
എന്തോന്നടെ ഇത്,1
"Who was the poet Aanavoor Nagappan or Pinaray Vijayan, anyway great lyrics, only Vayalar or Bhaskaran master can write this 😎😎😎",1
Vote cheythittu karayaruthu. Kit  chakkathil moonchi vote cheythu ini enthinu kuttam parayunnu,1
Uluppillatha teams,1
ഈ നിയമങ്ങൾ ബിജെപി ക്ക് മാത്രം ബാധകമായിരിക്കുമെന്ന് എടുത്ത് പറയുന്നില്ല....... പിന്നെ &quot;ആൾക്കൂട്ടം&quot; എന്നുദ്ദേശിക്കുന്നത് സിപിഎം ഒഴികെ മറ്റു പാർട്ടിക്കാരെയാണ്... കാരണം സിപിഎം കാർ  ആളുകളുടെ(മനുഷ്യർ ) ഗണത്തിൽ പെടില്ലല്ലോ ?????,1
"മറുനാടാനെ കണ്ട്പഠിക്കു സത്യാ സത്നാമായി വാർത്താ അവതരിപിക്കുന്നത്കണ്ടോ , എല്ലാ ചാനാലുംകാരുംകണ്ട്പഠീക്കു",0
Evarokke varum എല്ലാം Sheri aakum!! Nalla bharanam!!! Adipoli!!! ഇനി ഒന്നും പറയാനില്ല. വരുത്തി vacha vina anubhavichalle പറ്റു. Aare എന്ത് കുറ്റം പറയാന്‍. പറച്ചില്‍ അല്ല പ്രവര്‍ത്തി ആണ് പ്രധാനം എന്നു എന്താണു മനസ്സിലാക്കുന്നത്. എത്ര കിട്ടിയാലും പഠിക്കാത്ത കുറച്ചു മനുഷ്യരും kore partykkarum athippol onnalla എല്ലാം ഒരേ കണക്കാ,1
Sarkar..vann tholviiii,1
എത്ര വലിയ യുദ്ധം വന്നാലും നേരിടാൻ തയ്യാർ ആണ് എല്ലാ രാജ്യ കാരുടെയും കൈകളിൽ അണുബോംബ് വരെ ഉണ്ട് എന്നിട്ട് പോലും കൊറോണയുടെ ഉദ്ഭവം എവിടെ നിന്ന് കണ്ടെത്താൻ 2 വർഷത്തോട് അടുക്കാൻ പോകുന്നു ഇതുവരെ കണ്ടെത്താൻ സാധിച്ചില്ല പിന്നെ എന്തിനാ വെറുതെ,0
ഹിന്ദുക്കളുടെ കലകളെ വികൃതമാക്കാൻ ഇവന്മാർക്ക് വലിയ ഉത്സാഹം ആണ്.,0
"കൊറോണയും, കത്രീന പോലെയുള്ള ചുഴലിക്കാറ്റും രോഗവാഹിനിയല്ല. പ്രകൃതിയുടെ സംഹാരം നടത്താൻ വന്ന അസുരൻ. കുറെ പേരെ സംഹരിച്ചിട്ടുപോകും",1
"Malabar panchangathil, oru KALA SARPA YOGAM kaanunnu 2020 february muthal saptha grahangale RAAHUVUM KETHUVUM Bhandichirikkuna KAARAGRUHA VAASAM JULY 16n Sooryan Karkitaka RAASIYIL Kayarunnathote  ANDHYAMAAVUM... !!!",0
അത് എന്തു കൊണ്ട് എന്നാൽ ഈ മുന്ന് രാജ്യo അവിടെ ഉള്ള ജനങ്ങൾ ഭരണകുടം പറയുന്നത് അനുസരിക്കും ഇല്ലേൽ വിവരം അറിയും പിന്നെ ഇന്ത്യ പോലെ അമേരിക്ക പോലെ വിഢിത്തം പറയുന്ന ചെയുന്ന പ്രധാനമന്ത്രി അല്ല അവിടെ ഒകെ ഉള്ളത് അത് കൊണ്ടും ആവാലോ,0
Pravasikalanallo,1
Thangalude  vaku  bhalikatte,0
Ee partyil kazhivilla aruila,1
ഇവനെ കുത്തനെ നിപ്പ കുത്തി വെക്കണം.... കോവിഡ് ഇത്രേ ഉളൂ എന്ന് ഇവന് നന്നായിട്ടറിയാം... നിപ്പ വന്നപ്പോ പുറത്തിറങ്ങാത്തവനാ,1
ഇപ്പൊ എത്തും ഷേവ് ചൈന ടീം കമ്മ്യൂണിസ്റ് പാർട്ടി ഓഫ് മുസ്ലിംസ്,1
Thithithara.  Thy,1
Athigaaaram enghane dhurubayogikkam enna gaveshanathilaaanu pinanaaariyum cpmum<br><br>Anubhavicho,1
Eee koppan enthanu katti koottunnathu... kastam...,0
No where in this world will happen such a senseless thing while people are daily dying due to covid.. shame utterly shame,0
എഴുതി കൊടുക്കുന്നത് വായിക്കാൻ മാത്രം കുറെ മന്ത്രിമാര്..,1
Nuclear bomb itu Chinese administrators ne kolluka athanu veandath,0
കാരണവർ കിടപ്പിലായത് നന്നായി ഇല്ലേൽ കാണാമായിരുന്നു.,0
"ചൈനയുടെ ചതി മനസ്സിലാക്കാൻ പോകുന്നത് ഉള്ളൂ, കമ്യൂണിസ്റ്റ് കാരനാണ് ഒരിക്കലും namban പറ്റില്ല",0
Schoolugal mathram endhinu adakunnu 😢😢😢😢,1
ഇതേക്കുറിച്ചു ഞാനും ചിന്തിച്ചിരുന്നു....... എന്തായാലും ചൈനയാണ് ഇതിനു പിന്നിൽ എന്നൊന്നും തെളിയാതിരിക്കട്ടെ.... തെളിഞ്ഞാൽ അന്ന് തീരും അവരുടെ എല്ലാം..... അടുത്ത ഒരു വലിയ യുദ്ധവും തുടക്കമാകും,0
"America funded, Chinese operated,and Europe profited we always.........3g",0
"Janangal <a href=""http://bodhavanmarayirikkunnu.social/"">bodhavanmarayirikkunnu.social</a> distance,mask using nannayi nadakkunnund ipol wordil.ath kondanu corona illatheyavunnath .allathe thanneyang <a href=""http://povilla.health/"">povilla.health</a> workersinte pravarthanam abhinanthanarhamanu...chila meghalakalil iniyum classukal anivaryamanu.nannayi sajan achaya..nalla oru sub ayirunnu...good luck.",0
Donald Trump brought lot of facts  to light   but the world rejected,0
നിശാന്തേ ചി പി എം കാർക്ക് എന്ത് കോവിഡ് എന്ത് omricron പറഞ്ഞ പറഞ്ഞ അന്റെ തൊണ്ടയിലെ വെള്ളം വറ്റും 😪😪😪,1
"WHO പേരിനൊരു സംഘടന, ഇത്ര നാൾ കഴിഞ്ഞിട്ടും കൊറോണ വൈറസിന്റെ ഉത്ഭവം കണ്ടെത്താൻ ഇവർക്കായില്ല... മനഃപൂർവം കണ്ടെത്താത്തതാണോ എന്ന് സംശയിക്കേണ്ടിയിരിക്കുന്നു......",0
ഇവറ്റകൾക്ക് ശെരിക്കും വട്ടായോ,0
Chinayude chathi thanne,0
നിങ്ങൾക്ക് സിപിഎമ്മിനെ പറ്റി ഒരു ചുക്കും അറിയില്ല,1
ഇത് ഏതോ ദുർബല രാജ്യയം അല്ലെങ്കിൽ ശത്രുവിനെയുദ്ധ   ഫലപ്രതംഅല്ല പകരം സംശയം വരാത്ത രീതിയിൽ ലോകം ഒട്ടുകും വായുവിലൂടെ പടരുന്ന ഏതോ ജൈവായുധം പോലെ യുള്ളവാ കടലിലോ വനത്തിലോ പാർവതാ നിരയിലോ പ്രയോഗിച്ചിട്ടൊണ്ട് 100%ഉറപികം  ഇത് വായുവിൽ ലൂടെ  മനുഷ്യരിലേക് വകുകയാണ് ശാസം കിട്ടാതെ ആണ് ആളുകൾ പിടഞ്ഞു വീണു അരിക്കുന്നത്,1
കാരണവന്മാർക്ക് അടുപ്പിലും തൂറാം 🤣🤣,1
അവശേഷിക്കുന്ന വൈറസുകളെ തൂത്തു കൂട്ടി വന്നിടത്തേക്ക് തന്നെ കയറ്റി അയക്കണം.,0
The prostutter cahanal?,1
Communist ഭരണകൂടം.... പ്രയോഗം കൊള്ളാം...... 😒....,1
This kaikottikali not thiruvathira Kali which use to be conducted on auspices thiruvathira festival.,1
കൈ കൂടിയടിക്കുമ്പോൾ ഉള്ള പ്രത്യേക ശബ്ദം കാരണം corona വരൂലന്നാ god of pachari paranjath,1
കേരളക്കാർ അതിനേക്കാൾ ബുദ്ധിയുള്ള വരാണ് കുറച്ചു വർഷങ്ങൾക്കു മുമ്പ് താറാവിന് പകർച്ചവ്യാധി വന്നപ്പോൾ ജീവനുള്ള താറാവിനെ എല്ലാം കൂട്ടിയിട്ട് മണ്ണെണ്ണ ഒഴിച്ച് കത്തിച്ചു.... ഓർമ്മയുണ്ടോ,0
Pravasikale itra karuthalode kaanuna vere ethu sarkarund. Nattil ellavarkum kovid vannalum otta pravasikkum vararuth.,1
കമ്യുണിസ്റ്റ് പാർട്ടിയും വ്യക്തി പൂജയിലേക്ക്..<br>ഇനി തിരുവാതിര കോറോണക്കാലം...,1
പാർട്ടി അനുഭാവി എന്ന നിലയിൽ മറ്റുള്ളവരുടെ മുൻപിൽ തല കുനിക്കാൻ ഒരവസരം കൂടി തന്നതിന് ബിഗ് സല്യൂട്ട് 😔😔,1
😂😂😂😂😂 verupich konn,1
"Big  Salute  Jacob sir,  Big  Salute Mohanan  Vaidyar.",0
നീതി നിയമം നടക്കുന്ന നാട്ടിൽ ഇവനൊക്കെ എപ്പോൾ അകത്തായേനെ.,1
കോമാളി കളി,1
അങ്ങനെ kammikal കയ് വെച്ച് തിരുവാതിരയും കോമഡി ആക്കി....,1
ഇപ്പോൾ ആരെയും തല്ലണ്ടെ ജയിലിൽ ഇടണ്ടേ,0
നാണംകെട്ട രാഷ്ട്രീയം,1
കോവിഡ് വന്നാൽ തിരുവാതിര കളിക്കാമെന്ന് കേരള സർക്കാർ<br>ഇവരാണ് സെരിക്കും മരണത്തിന്റെ വ്യാപാരികൾ,1
എല്ലാം  വാക്‌സിനും  തട്ടിപ്പ്  corana ക്കു രണ്ടു വാക്‌സിനും എടുത്തവർക്കു covid വന്നു കൊണ്ടിരിക്കുന്നു.,0
"Paavapettavan cash loan eduthu kallyanam nadathiyale corona varu,  party paripadik corona varilla,  karanm corona polum thottupovum",1
"There have been 2,337 cases of coronavirus infections reported in Russia so far and 17 deaths.",0
അവതരണം 👌👌👌👌നമിച്ചു 🙏🙏,1
ഏറ്റവും വെറുക്കപ്പെട്ട ഭരണം,1
Youngsters keralthil vannalea without any party <br>Keralam gods own country akathullu,1
